Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude
NSP KNITTING MILLS,"641, 602, PN Rd, MGR Nagar, Samundipuram, Tiruppur, Tamil Nadu 638752, India",Tamil Nadu,638752,7206,128097,22213,0,0,1534,3503,0,8739,Erode,Erode,11.1508836,77.4367188
NSP TEX,"3/537, Ring Road, opp. Container Freight Station, Thirumurugan Poondi, Tiruppur, Avinashi, Tamil Nadu 641652, India",Tamil Nadu,641652,18338,11531,5155,7917,1530,21643,25989,64126,140085,Tiruppur,Coimbatore,11.1398791,77.31429145
OASIS EXPORTERS,"35/1698, Vallakkadavu, Thiruvananthapuram, Kerala 695008, India",Kerala,695008,435632,814138,1246735,265387,163951,424559,521285,724964,288130,Thiruvananthapuram,Thiruvananthapuram,8.475055563414635,76.93241154146341
OCEAN WEALTH EXPORTS,"EP 9/92, 93, Lakshan Veedu Rd, Eramalloor, Ezhupunna, Kerala 688537, India",Kerala,688537,1035058,1586699,1525008,1844837,1304133,1017932,2086254,2370411,1687617,Cherthala,Alappuzha,9.82172572,76.30522974
OM SHRI FASHIONS,"S.F. NO, 96, Kasipalayam Rd, Mullai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,4790,5622,1133,0,1718,1052,4421,13947,10125,Tiruppur,Coimbatore,11.108007883333332,77.3994223
OMEGA WELDROD SYSTEMS,"455g, Achankulam Rd, Aachankulam Road, Neelambur, Tamil Nadu 641062, India",Tamil Nadu,641062,25272,18680,3981,3702,0,0,16353,0,21284,Coimbatore South,Coimbatore,11.0632278125,77.0744629125
ORIENT SPICE COMPANY,"Industrial Development Plot, Nethaji Road, HG2H+43R, Poovanthuruthu, Kottayam, Kerala 686012, India",Kerala,686012,134400,54000,0,0,0,0,0,0,0,Kottayam,Kottayam,9.54856711111111,76.52230786666667
ORIENTAL ANTIQURITE TAPISH,"X745+PW4, Synagogue Ln, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",Kerala,682002,50,0,0,0,0,0,0,0,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
ORIGANAL KNIT EXPORTS,"39XX+HF7, Nallur, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,2662,0,0,0,0,0,0,0,0,Tiruppur,Coimbatore,11.108007883333332,77.3994223
OVERSEAS TIMBERS,"29Q4+XG6, Kangarappady, Kochi, Kerala 682021, India",Kerala,682021,27941,79517,21251,89745,84330,121844,166318,58108,60060,Ernakulam,Ernakulam,10.029233765060242,76.3353045433735
OXO EXPORTS,"NO. 365/2, Nochipalayam Rd, AB Nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,255546,246393,214399,185600,184670,142747,164187,218193,235282,Kangayam,Erode,11.1207516,77.335338875
OXY FLOW CONTROLS,"A 46/1, KINFRA Integrated Industrial Park, Kanjikode, Kinfra Textile Park, Kerala 678621, India",Kerala,678621,3467,0,6256,23845,0,0,19152,13106,487,Palakkad,Palakkad,10.801037787179487,76.76718873076923
P.K.GOVINDAN CO.,"A. S. Road, Kommady, Kaichoondi, Alappuzha, Aryad South, Kerala 688007, India",Kerala,688007,150,4090,123320,11550,12010,0,0,0,0,Ambalapuzh A,Alappuzha,9.510326070833333,76.3268778625
P.K.P. TEX,"PKP GARDEN, Vengamedu, Mangulam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,5165,25755,36099,24390,8264,0,0,0,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
P.K.P.N. SPINNING MILLS LTD.,"Sowdapuram, Tamil Nadu 638008, India",Tamil Nadu,638008,36180,246282,32385,8022,0,18088,290236,107142,24021,Tiruchengode,Namakkal,11.402638033333332,77.76158778333334
P.R APPARELS,"SF No.20, Kurinji Nagar, Extension 1st St, Sheriff Colony, Eashwarmoorthy Nagar, Naduppangu Thottam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,217,0,0,0,0,1925,1969,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
P.S.G.GARMENTS,"469/1A, Sri Lakshmi Near M.G.R. Nagar, Sirupooluvapatti(p.o), 641603, MGR Nagar, Samundipuram, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,24280,13499,1254,2508,0,0,1530,4330,20876,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
P.T.R GARMENTS,"39P9+WXH, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,963,0,0,0,0,0,0,0,0,Kangayam,Erode,11.1207516,77.335338875
P.V.N.INDUSTRIES,"Azhicode, Azhikode South, Kerala 670009, India",Kerala,670009,153,0,0,0,290,0,545,1304,1018,Kannur,Kannur,11.920890711320755,75.3293386
PAAPPAI EXPORTS,"paappai exports sf 100 road, Arulpuram, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,13151,18214,9480,9261,12044,6461,2217,16993,11647,Kangayam,Erode,11.1207516,77.335338875
PALAKKAD SURGICAL INDUSTRIES,"Valiyapadam, Palakkad, Kerala 678005, India",Kerala,678005,1553,1378,925,849,1260,498,1114,0,0,Palakkad,Palakkad,10.793995921052632,76.67834881578948
PALM FIBRE(INDIA)P.LTD.,"East of NH, Pathirappally, Aikyabharatham, Alappuzha, Kerala 688521, India",Kerala,688521,4703477,6271032,7122657,7212334,7033722,7886369,10828727,6948222,6436127,Ambalapuzha,Alappuzha,9.534986122222222,76.3284427
PANACHAMOOTIL EXPORTERS,"Subhash Nagar, Perunthanni, Pazhavangadi, Thiruvananthapuram, Kerala 695024, India",Kerala,695024,1776,0,0,0,0,0,0,0,0,Thiruvananthapuram,Thiruvananthapuram,8.489089853731343,76.92985226865672
PANDIKKAD TRADERS,"Pandikkad, Kerala 676521, India",Kerala,676521,1122558,2137137,4038108,4285914,3875733,4661616,6565141,6200472,8403501,Ernad,Malappuram,11.106106162790697,76.21800619534883
PANNIANKARA OIL MILLS,"17/34, Kuttoolangadi - Parammal Rd, Azhinjilam, Ramanattukara, Kozhikode, Kerala 673632, India",Kerala,673632,18425,7207,0,0,7200,0,8900,0,0,Ernad,Malappuram,51.5183605,118.3310501
PARACKAL AGRO MILLS,"4CXG+Q99, Kanjoor, Kerala 683575, India",Kerala,683575,147140,49000,50000,97000,0,49000,0,72000,122200,Aluva,Ernakulam,10.138994753191488,76.43064241702128
PARAS APPARELS,"POPPYS PADDING ROAD, near PRAKASH THEATHRE, Chinnakarai, Tiruppur, Murugampalayam, Tamil Nadu 641605, India",Tamil Nadu,641605,9168,0,0,6558,0,0,0,0,1767,Kangayam,Erode,11.1207516,77.335338875
PARAVOOR ENGINEERS,"N.H 17, Peruvaram Rd, near KALLARAKKAL TEMPLE, North Paravur, Kerala 683513, India",Kerala,683513,1000,7181,0,0,0,0,200,320,6754,Paravur,Ernakulam,10.134285372463768,76.23096863043479
PARAYIL EXPORTS,"Plassanal Pravithanam Rd, Nariyanganam, Kerala 686579, India",Kerala,686579,2997177,2531381,2904314,2641552,3421523,2792016,2210220,1999789,471009,Meenachil,Kottayam,9.712446453333333,76.75880779333333
PARAYIL FOOD PRODUCTS P.LTD.,"Kochi,, V7PW+8X2, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,1052558,1653885,1957655,2134671,2846558,2186741,4507946,5303099,7220327,Cherthla,Alappuzha,9.871729377142858,76.30438504
PATHI APPARELS,"48MP+RHJ, Shrinagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,12220,21561,54257,0,0,0,0,0,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
PEACOCK FAASHIONS,"NO.313/2 15, MANI ROAD PALLAKATTU THOTTAM, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,35503,65024,48975,23371,19193,15583,17778,49437,38173,Tiruppur,Coimbatore,11.1398791,77.31429145
PEARL PACKAGING,"652/1, Sir CV Raman, Post, Industrial Estate, Eachanari, Coimbatore, Tamil Nadu 641021, India",Tamil Nadu,641021,18250,2680,6330,0,0,0,0,0,0,Coimbatore South,Coimbatore,10.93864634,76.9795388
PEERMADE DEVELOPMENT SOCIETY,"Peermade Development Society, Peermade, Azhutha, Kerala 685531, India",Kerala,685531,296372,299765,464308,319680,302618,169629,149459,242974,301759,Peerumade,Idukki,9.576299994642858,76.99785246785714
PENTA MAS SERVICES LLP,"W9RF+FRJ, Thiruvankulam - Chottanikkara Rd, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",Kerala,682305,962,628,0,0,0,0,0,0,0,Kanayannur,Ernakulam,9.939008104761905,76.37087710158731
PEPPER INDIA CORPORATION,"HGQG+4R8, Vellapally Ln, Eerayil Kadavu, Kottayam, Kerala 686004, India",Kerala,686004,62075,74570,20914,1516,0,0,0,0,0,Kottayam,Kottayam,9.58203488,76.54092101
PERLEI TEXTILES P.LTD.,"11/1J14, Thaneer Pandhal Colony, Post, Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,9288,111706,41326,12683,56621,55891,24176,12881,21779,Tiruppur,Coimbatore,11.1398791,77.31429145
PI EXPORTS,"2896+P66, Goundampalayam Rd, Goundampalayam, Tamil Nadu 641664, India",Tamil Nadu,641664,9455,5495,15209,8341,17438,0,0,0,9000,Palladam,Coimbatore,10.98807019,77.28173242999999
PINE IMPEX,"23-C, POOLUVAPATTI RING ROAD, ANNA STREET, SRI PATHI NAGAR, 15-VELAMPALAYAM, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,5953,12471,0,0,388,0,0,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
PLANTRICH AGRI TECH P.LTD.,"Mini Industrial Estate, Manarcad, Kottayam, Manarcadu, Kerala 686019, India",Kerala,686019,435261,729372,947744,975120,1061881,809927,667858,1136246,1776791,Kottayam,Kottayam,9.592533289090909,76.58230555090908
PLATHOTTAM RUBBERS PVT. LTD,"IV/40-Thadaparambu, Mulagunnathukavu, Killannur, Kerala 680581, India",Kerala,680581,12195,0,3666,0,266,0,0,0,0,Thrissur,Thrissur,10.575689350943396,76.22444455660377
POABS ENTERPRISES,"Q2R2+3M6, Kollayil, Kerala 695609, India",Kerala,695609,109967,170465,133443,253781,275052,438453,624582,353440,299608,Nedumangad,Thiruvananthapuram,8.763303975,76.97422678333334
POBJI EMPORIUM,"Valavanadu, P.O, Kalavoor, Alappuzha, Kerala 688522, India",Kerala,688522,1086007,1434545,1285699,1551734,1562623,1210061,1761393,1606980,1746482,Ambalapuzha,Alappuzha,9.572168202777778,76.32190507222222
PONNU FOOD PRODUCTS,"Ailara, Anchal, Kollam, Ayilara, Kerala 691001, India",Kerala,691001,7835,0,0,0,0,0,0,0,0,Kollam,Kollam,8.886722971739129,76.59831395
POOPPALLY COIR MILLS,"AS Road, 688 007, Kommady, Thumpoly, Alappuzha, Aryad South, Kerala 688008, India",Kerala,688008,1363760,1292062,1080234,1632823,1551727,1717956,1795928,1847814,1699906,Ambalapuzha,Alappuzha,9.521471733333334,76.3244164
POORNIMAS PANCHAKARMA EQUIPMENTS,"Near Primary Health Centre, Koppam, P.O. Vilayur, Palakkad District, Pattambi, Koppam, Kerala 679309, India",Kerala,679309,380,0,734,0,0,0,0,0,0,Ottappalam,Palakkad,10.8838265875,76.1886291625
POPPYS KNITWEAR,"No.9, M.P.Nagar, 1st St, Appachi Nagar, Kongu Nagar, Extension, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,294418,60489,1265,17825,56706,156,1170,12117,78793,Tirupur,Coimbatore,11.1214821,77.36035476666666
POUNDS APPARELS,"48MM+V46, State Bank Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,41445,0,2709,0,0,0,0,70573,18986,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
POYILAKADA FISHERIES,"Poilakada Rd, Asramam, Kollam, Kerala 691001, India",Kerala,691001,188800,85137,148000,0,747600,592506,46130,226400,48000,Kollam,Kollam,8.886722971739129,76.59831395
PRABHU SPINNING MILLS P.LTD.,"GWJX+H7M, Rajagopalapuram, Vedasandur, Tamil Nadu 624710, India",Tamil Nadu,624710,78018,0,0,0,0,0,0,0,0,Vedasandur,Dindigul,10.540965525,77.959719475
PRAKASH COTEX INDIA LLP,"37B, 3, Sengathurai - Sulur Rd, Sulur, Aiyan Tiruvalluvar Nagar, Tamil Nadu 641402, India",Tamil Nadu,641402,147648,151184,117098,50160,55376,52446,117654,94901,145350,Palladam,Coimbatore,11.011427166666667,77.10136042
PRANAV KNIT FASHIONS,"Tirupur sarvodaya sangh Murugampalayam, 38JF+PGR, post, LRG Layout, Iduvampalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",Tamil Nadu,641687,1846,1261,6843,0,0,1993,35735,0,0,Tiruppur,Coimbatore,11.0980518625,77.309765225
PRASAN SOLUTIONS (INDIA)P.LTD.,"Kinfra Hi-Tech Park Main Rd, HMT Colony, North Kalamassery, HMT Kalamassery, Kochi, Kerala 683503, India",Kerala,683503,400,12339,0,0,0,0,112,382,0,Kanayannur,Ernakulam,10.0582879625,76.337153153125
PREMIER COTTON TEXTILES,"Premier Cotton Textiles, Chinnapappanoothu, Udumalaipettai, Sinnapappanuthu, Tamil Nadu 642122, India",Tamil Nadu,642122,501382,228256,299730,154201,329214,117833,1219791,1108321,207001,Udamalpet,Coimbatore,,
PREMIER EQUIPMENTS,"SIHS Colony, Coimbatore, Tamil Nadu 641033, India",Tamil Nadu,641033,15970,0,0,0,0,0,0,0,0,Coimbatore South,Coimbatore,,
PREMIER EXPORTS INTERNATIONAL,"R8Q5+8HG, Salem - Kochi Hwy, Chandiroor, Kerala 688535, India",Kerala,688535,1413628,1513289,1470294,2172345,1716353,1044550,1314147,1157217,1292564,Cherthala,Alappuzha,9.8564922,76.32294531666666
PREMIER INNOVATIVE FOODS,"Pallipuram p.o, Pallippuram Thycattussery Road, Pallipuram, Kerala 688541, India",Kerala,688541,128000,89180,88944,0,0,0,0,0,0,Cherthala,Alappuzha,9.742432095238096,76.36193387142858
PREMIER KNITS APPAREL,"2/240, Kunnathur Road, Virumandampalayam, PO, Chengappalli, Tamil Nadu 638812, India",Tamil Nadu,638812,1708,3276,14309,17035,0,14875,29712,1217,0,Perundurai,Erode,11.19794845,77.42301115
PREMIER MARINE ENTERPRISES,"R8F4+6MQ, Rd, Neendakara, Eramalloor, Ezhupunna, Kerala 688537, India",Kerala,688537,206000,357500,322000,568300,155180,202489,513597,767808,470336,Cherthala,Alappuzha,9.82172572,76.30522974
PREMIER MARINE FOODS,"Premier Marine Foods, V835+8C7, National Highway 47, Chandiroor, Kochi, Kerala 688535, India",Kerala,688535,3353830,3962064,4902574,3988860,4185712,3831341,4744141,4174005,4586459,Cherthala,Alappuzha,9.8564922,76.32294531666666
PRIMAC KNIT WEAR,"311/4, Pallakattu Thottam, 15 Velampalayam Main Rd, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,991,2144,10080,1334,9670,2727,9602,124,1474,Tiruppur,Coimbatore,11.1398791,77.31429145
PRIME YARNS,"119, Venkatasamy Rd W, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",Tamil Nadu,641002,234052,0,0,0,0,0,0,42900,0,Coimbatore South,Coimbatore,11.010469648529412,76.95122688088236
PRIMUS GLOVES P.LTD.,"Plot No. 14 A, Cochin Special Economic Zone, Kakkanad, Thrikkakara, Vazhakkala, Kochi, Kakkanad, Kerala 680037, India",Kerala,680037,383626,294687,279734,393581,387094,270718,336364,534680,406264,Kakkanad,Ernakulam,10.0227055,76.3406328
PROFAND VAYALAT MARINE EXPORTS,"23/1804, Binny Rd, Vishwam Nagar, Palluruthy, Kochi, Kerala 682006, India",Kerala,682006,9303787,9992181,10554448,7148675,7058930,7474790,8600290,10819126,9718780,Kochi,Ernakulam,9.917652551851852,76.27326455925926
PROMPT INDIA,"G6F6+W6X, Machingal Ln, Naikkanal, Thrissur, Kerala 680001, India",Kerala,680001,250,220,0,0,0,0,0,0,0,Thrissur,Thrissur,7.1391411,-73.1290751
PYARY PRODUCTS,"X83H+P32, SH15, Chambakkara, Upasana Nagar, Vyttila, Kochi, Kerala 682304, India",Kerala,682304,1122985,1793551,1477714,1280539,1670333,2258010,2123543,2601689,3299330,Ernakulam,Ernakulam,9.938877706666666,76.32558967666667
QUALIMED SYSTEMS,"GW32+P4Q Titanium P.O, Kochuveli Industrial Area, Thiruvananthapuram, Kerala 695021, India",Kerala,695021,1835,0,2600,14085,8855,6990,11825,3010,9675,Thiruvananthapuram,Thiruvananthapuram,8.502855578571427,76.89910602857142
QUALITY MACHINERY SUPPLIES,"213, Ranga Konar St, Anupperpalayam, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",Tamil Nadu,641009,800,1550,0,0,3871,0,0,0,0,Coimbatore South,Coimbatore,11.0134689,76.96293088333334
R.B.R. GARMENTS,"RBR GARMENTS PRIVATE LIMITED, 177/3A1, PACHANKATTUPALAYAM, Arulpuram, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,24012,31313,49383,37967,12467,0,0,49738,81668,Kangayam,Erode,11.1207516,77.335338875
R.F. EXPORTS,"Eramalloor,, Chandiroor, Alappuzha, Kerala 688537, India",Kerala,688537,2071952,2653742,2549390,3401208,3306954,3614404,4385239,4046554,2562877,Cherthala,Alappuzha,9.82172572,76.30522974
R.S.A MARINES,"Old, NH road, Chandiroor, Cherthala, Kerala 688547, India",Kerala,688547,283158,1131940,2035158,1444591,998632,1188645,1152740,365500,363000,Cherthala,Alappuzha,9.765011083333333,76.36738138333334
RAAGAM EXPORTS,"SF No.252, Kangayam Rd, Nallur, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,80221,39811,46943,18576,11808,18253,4936,8713,50017,Tiruppur,Coimbatore,11.108007883333332,77.3994223
RABITHA EXPORTS,"VI/35, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",Kerala,682002,52594,22906,0,20130,3543,58675,105514,79683,35298,Kochi,Ernakulam,9.957255232894736,76.25402236842105
RAJ EXIM,"No: 3, Balaji Street Bypass Road, M.M.C.Colony, MGM Nagar, Avaniyapuram, Tamil Nadu 12, India",Tamil Nadu,688524,12126,12600,19200,0,199,0,0,9657,0,Cherthala,Alappuzha,9.6891011625,76.33285069583334
RAJKUMAR IMPEX P.LTD.,"18/1, Vagaikulam Srivaikuntam Express Rd, Tannuthu, Tamil Nadu 628851, India",Tamil Nadu,628851,14000,0,0,0,0,19315,0,0,0,Srivaikuntam,Tuticorin,8.758412566666667,77.91555246666667
RAJPRIYA EXPORTS,"# 1, 7th St, 1st Street, Kumaranandapuram, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,6897,11281,23468,56535,41942,15306,7200,30761,34782,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
RALISH EXPORTS,"Aathuppalayam, 582F+VQ2, Aathuppalayam, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,20,0,0,0,0,0,0,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
RAM BAHADUR THAKUR KERALA P. LTD.,"Kerala, India",Kerala,688534,825,0,0,0,0,0,0,0,0,Cherthla,Alappuzha,9.871729377142858,76.30438504
RAM COIR MILLS,"271/CMC 5, Nedumprakkad, P85X+MC8, Cherthala, Kerala 688524, India",Kerala,688524,4763871,5457897,6629300,7195080,4168988,4509927,4977764,3216635,1922972,Cherthala,Alappuzha,9.6891011625,76.33285069583334
RAMLA MATCH WORKS,"4F2Q+7GR, Vattakattupady, Perumbavoor, Kerala 683542, India",Kerala,683542,132998,0,0,0,0,0,0,0,0,Kunnathunad,Ernakulam,10.114937405454544,76.47808056363637
RANGAA FABRICS,"636006, Kanchi Nagar, Seelanaickenpatti, Salem, Tamil Nadu 636006, India",Tamil Nadu,636006,1820,13162,14626,0,0,0,0,0,0,Salem,Salem,11.643416776,78.15290694
RANI DRUG HOUSE,"Anandapuram Nellayi Rd, Ponkothra, Kerala 680305, India",Kerala,680305,4542,0,0,142,853,0,0,0,0,Mukundapuram,Thrissur,10.382905518181818,76.26554509090909
RANJINI TEXTILES,"Neerkadavu Beach Rd, Azhikode South, Kerala 670009, India",Kerala,670009,27877,13447,7357,7103,6109,9390,10616,5658,783,Kannur,Kannur,11.920890711320755,75.3293386
RATTIKA(GMR)TEXTILES,"30/2A, Nehru Street, Ring Road, Swarnapuri Avenue, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,44019,22588,20672,22406,3200,0,5525,3037,19068,Tiruppur,Coimbatore,11.1398791,77.31429145
RAY TECHNOSYS,"No. 3/ 33, West, North Chalakudy, Chalakudy, Kerala 680307, India",Kerala,680307,5040,0,5380,4800,0,0,0,0,0,Mukundapuram Taluk,Thrissur,10.304789058441559,76.33057784155845
REAL TEXTILES,"No.45-A, Raakiapalayam road, Kumaran Colony, Ammapalayam, Avinashi, Tamil Nadu 641603, India",Tamil Nadu,641603,6562,4663,5283,1192,0,6834,0,724,1676,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
RELISH CUSTOM FOOD,"Beach Road, Valanjavazhy, Kerala 688005, India",Kerala,688005,131534,0,79000,52000,55000,49516,90563,77574,28624,Ambalappuzha,Alappuzha,9.40768399,76.351707025
RESHMI INDUSTRIES INDIA P.LTD.,"Reshmi Industries, Anna Private Industrial Estate, Bharathi Nagar, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,9670,2000,2000,0,0,0,4718,0,0,Coimbatore North,Coimbatore,11.059443936363635,76.99888995
RISHAN APPARELS,"11.098503, 77.355679, Kumarasamy Colony, Tiruppur, Pudhukkadu, Tamil Nadu 641604, India",Tamil Nadu,641604,10858,4589,0,0,0,0,0,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
ROOSTER TRADERS,"39PM+XQ2, Sanjo Gardens, Kulakkad, Kerala 683112, India",Kerala,683112,901,0,0,0,0,266,0,1470,0,Kunnathunad,Ernakulam,10.08974094375,76.39621829375
ROOTS IMPEX,"No:6,Ramabiran Colony, Dharapuram Road,, Pudur Privu, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,132573,153808,132861,88467,95577,41558,73063,77562,19921,Pudur Privu,Tiruppur,11.0773235,77.36649935
ROYAL BRAND INTERNATIONAL EXPORTERS,"Kodungallur Eriyad Rd, Eriyad, Kerala 680666, India",Kerala,680666,277137,468538,530144,579988,907721,935882,864909,461559,881324,Kodungallur,Thrissur,10.219672676363636,76.17212202363636
ROYAL CLASSIC MILLS (P)LTD.,"No . 31, Puliyamarathottam, Mangalam Rd, SR Nagar, Periyandipalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,31017,46034,13794,12561,67540,633,0,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
ROYAL FOOD EXPORTERS,"VHGX+VFG, KP Appan Rd, Kilikollore.P.O, Mundakkal Village, Kollam, Kerala 691001, India",Kerala,691001,285000,178000,136751,45000,47875,94626,8999,0,0,Kollam,Kollam,8.886722971739129,76.59831395
ROYAL MARINE EXPORTS,"R8V5+M94, Chandiroor, Kerala 688535, India",Kerala,688535,19000,0,0,0,0,0,0,0,1143740,Cherthala,Alappuzha,9.8564922,76.32294531666666
RSM AUTOKAST LTD.,"603, Pioneer Complex, C Block, 1075, Avinashi Rd, Coimbatore, Tamil Nadu 641018, India",Tamil Nadu,641018,11805,26818,39797,12423,0,4672,0,0,0,Coimbatore South,Coimbatore,11.014737532142856,76.98628351785715
RUBEK BALLOONS P.LTD.,"Airapuram, Kerala 683556, India",Kerala,683556,14944,12876,15159,9551,370,0,0,314,0,Kunnathunad,Ernakulam,10.083125960465116,76.47373215813954
RURAL COIR INDUSTRIES,"Mattathil Muhamma, Aryakara, Alappuzha, Muhamma, Kerala 688525, India",Kerala,688525,35768,11666,0,8364,27632,19917,21338,21412,17444,Cherthala,Alappuzha,9.619357622727273,76.35883995454545
S.G.GARMENTS,"S F No-707, B/2b, Dharapuram Road, Opposite M P Petrol Bunk, Dharapuram Road, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,8684,0,0,0,0,0,0,0,5695,Chettipalayam,Tiruppur,11.0773235,77.36649935
S.H.MARINE EXIM,"W74W+75F, Aroor Thoppumpady Rd, NH 47, Bakery, Edakochi, Kochi, Kerala 682010, India",Kerala,682010,1567621,1905730,3369463,3622660,1799020,2346509,2282224,1802456,1028350,Kochi,Ernakulam,9.9107678,76.29057865833333
S.K.GARMENTS,"Kallampalayam Layout,, 24, 2nd St, Kumarapapuram, Rayapuram, Tiruppur, Tamil Nadu 641687, India",Tamil Nadu,641687,10176,8781,0,0,21957,0,4055,917,0,Tiruppur,Coimbatore,11.0980518625,77.309765225
S.L.S.EXPORTS P.LTD.,"22/1377, Old NH, Edakochi, Kochi, Kerala 682010, India",Kerala,682010,3276789,3764611,2787369,3324070,2813071,2052069,2663800,3156584,3384672,Kochi,Ernakulam,9.9107678,76.29057865833333
S.M.FASHION WEAR,"No.608/2 2A, Sivasakthi Nagar, 2nd Cross Near Sevanthampalayam, Muthanampalayam(P.O), Ponmuthu Nagar, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,90933,347453,120223,240565,70902,572590,282159,367275,312463,Ponmuthu Nagar,Tiruppur,11.0773235,77.36649935
S.M.KNITS,"49X7+6J3, near Majestic Convent, Guruvayurappan Nagar, Poyampalayam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,17267,0,15384,0,0,6281,0,0,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
S.M.R.EXPORTS,"54-A 2nd Floor JV Compound, Gandhi Rd, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,16519,8720,8445,0,16602,29161,4521,4833,8857,Tiruppur,Coimbatore,11.1398791,77.31429145
S.P.L.TEXTILES,"73/a molan thottam, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,102350,129850,71769,18369,38683,26714,3580,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
S.P.V.DESIGNS,"G8CJ+JX3, Thalavady, Thiruvilak, Vyasapuram, Alappuzha, Aryad South, Kerala 688008, India",Kerala,688008,160735,86007,115920,46371,46508,14535,33942,7502,51270,Ambalapuzha,Alappuzha,9.521471733333334,76.3244164
S.R.EXPORTS,"42 Lakshmipuram, 1st Floor, 4th St, Madurai, Tamil Nadu 625001, India",Tamil Nadu,625001,52203,0,0,0,0,0,0,0,0,Madurai South,Madurai,9.98906988105263,78.16710988736841
S.S.APPARELS,"13/16, Thirumalai Nagar South 2nd Street, MGR NAGAR 3RD St, Tirumalai, Off, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,14569,34653,17119,25925,26983,39814,69593,66616,44423,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
S.S.METALS,"Sai Buildings, Convent Road, T.D. Road, Convent Junction, Near Laboratory Junction, Shenoys, Kochi, Kerala 682011, India",Kerala,682011,8800,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.989242117391305,76.29452373188406
SAAZ INTERNAIONAL,"9/6-a, Vinayagapuram, I Street, Rayapuram Extension, Rayapuram, Tiruppur, Tamil Nadu 641601, India",Tamil Nadu,641601,49217,25059,23186,39412,10088,12639,9476,15623,35228,Avinashi,Coimbatore,11.096039183333334,77.27852751666666
